"IS","Intermediate System",""
"IS","Internal Stop",""
"IS","International Standard",""
"ISA","Industry Standard Architecture",""
"ISA","Integrated System Architecture",""
"ISAM","Indexed Sequential Access Method",""
"ISDN","Integrated Services Digital Network",""
"ISFMS","Indexed Sequential File Management System",""
"ISMF","Interactive Storage Management Facility",""
"ISO","International Standardization Organisation",""
"ISP","Internet Service Provider",""
"ISPF","Interactive System Produvtivity Facility",""
"ISR","Information Storage and Retrieval",""
"ISR","Intermediate Session Routing",""
"ISSE","Intel SIMD Sreaming Extension",""
"ISV","Independent Software Vendor",""
"IT","Indent Tab",""
"IT","Information Technology",""
"ITB","Intermediate Text Block",""
"ITB","Intermediate Transmission Block",""
"ITLD","International Top-Level Domain",""
"ITRC","Information Technology Requirements Council",""
"ITU","International Comunication Union (ehem. CCITT)",""
"ITV","Interactive TeleVision",""
"IUS","Interchange Unit Separator",""
"IWS","Intelligent WorkStation",""
"JCC","Job Control Command",""
"JCL","Job Control Language",""
"JCS","Job Control Statement",""
"JCT","JES Control Table",""
"JCT","Journal Control Table",""
"JECL","Job Entry Control Language",""
"JEIDA","Japan Electronics Industry Development Association",""
"JES","Job Entry Subsystem",""
"JPEG","Joint Photographic Experts Group",""
"K","Kilobyte",""
"KBPS","KiloBits Per Second",""
"kHz","KiloHertz",""
"KIP","Kinetics Internet Protocol",""
"KIPS","Kilo Instructions per second",""
"KL","Key Length",""
"KOPS","Kilo Operations per second",""
"KSDS","Key Sequenced Data Set",""
"KVA","KiloVolt Ampere",""
"L2F","Layer 2 Forwarding",""
"L2TP","Layer 2 Tunneling Protocol",""
"LAN","Local Area Network",""
"LAPS","LAN Adapter Protocol Support Program",""
"LBL","Label",""
"LCD","Liquid Crystal Display",""
"LCS","Local Controlling System",""
"LCS","Lotus Communication Server",""
"LDAP","Lightweight Directory Access Protocol",""
"LDMF","Librarian Disc Master File",""
"LDS","Linear Data Set",""
"LDT","Local Descriptor Table",""
"LE","Local Exchange",""
"LE","Low End (system)",""
"LEC","LAN Emulation Client",""
"LEC","Local Exchange Carrier",""
"LED","Light Emitting Diode",""
"LF","Linefeed",""
"LF","Low Frequency",""
"LIC","Line Interface Computer",""
"LIFO","Last In First Out",""
"LILO","Last In Last Out",""
"LILO","Linux Loader",""
"LIM-EMS","Lotus Intel Microsoft EMS",""
"LIOCS","Logical Input/Output Control System",""
"LISP","List Programming",""
"LLC2","Logical Link Control Layer 2",""
"LOC","Lines Of Code",""
"LOC","Loop On-line Control",""
"LOS","Line Of Sight",""
"LOS","Local Operator System",""
"LPI","Lines Per Inch",""
"LRC","Longitudinal Redundancy Checking",""
"LRU","Least Recently Used",""
"LSD","Least Significant Digit",""
"LSI","Large Scale Integration -> VLSI",""
"LU","Logical Unit",""
"LUB","Logical Unit Block",""
"LUT","Local User Terminal",""
"LUT","Look Up Table",""
"LVT","Light Valve Technology",""
"LVT","Low Voltage Technology",""
"LW","Line Work",""
"LZ","Landing Zone",""
"LZ","Lempel-Ziv",""
"LZW","Lempel-Ziv-Welch",""
"MAC","Measurement and Analysis Centre",""
"MAC","Media Access Control",""
"MAC","Multiplexed Analogue Components",""
"MAC","Multiplying Accumulator",""
"MAN","Metropolitan Area Network",""
"MAP","Macro Arithmetic Processor",""
"MAP","Maintenance Analysis Procedure",""
"MAP","Manufacturing Automation Protocol",""
"MAP","Microprocessor Applications Project",""
"MAPI","Messaging Applications Programming Interface",""
"MB","MegaByte",""
"MBCS","Multiple Byte Character Set",""
"MBONE","Multicast Backbone",""
"MBPS","MegaBits Per Second",""
"MCA","Micro Channel Architecture",""
"MCBF","Mean Cycles Between Failures",""
"MCCOI","Multimedia Communications Community of Interest",""
"MCGA","MultiColour Graphics Array",""
"MCI","Media Control Interface",""
"MD","Management Domain",""
"MD5","Message Digest 5",""
"MDA","Monochrome Display Adapter",""
"MEB","Memory Expansion Board",""
"MFA","Modify Field Attribute",""
"MFC","Microsoft Foundation Classes",""
"MFKS","Multifunktionales Konferenzsystem",""
"MFLOPS","MegaFLOPS",""
"MFLOPS","Million Floating-Point Operations Per Second",""
"MFM","Modified Frequency Modulation",""
"MFV","Multi File Volume",""
"MFWS","MultiFunction WorkStation",""
"MGA","Monochrome Graphic Adapter",""
"MH","Message Handler",""
"MH","Mobile Host",""
"MHS","Message Handling System",""
"MI","Multiple Inheritance",""
"MIB","Management Information Database",""
"MICR","Magnetic Ink Character Reader",""
"MIDI","Musical Instrument Digital Interface",""
"MIME","Multipurpose Internet Mail Extensions",""
"MIPS","Millions of Instructions Per Second",""
"MISC","Minimum Instruction Set Computer",""
"MLPPP","MultiLink PPP",""
"MMDF","Multi-Channel Memorandum Distribution Facility",""
"MMDS","Microwave Multi-channel Distribution System",""
"MMDS","Multi-Megabit Data Services",""
"MMFS","Manufacturing Manage Format Standard",""
"MMX","Multi Media eXtensions",""
"MNP","Microcom Network Protocol",""
"MODEM","MOdulator/DEModulator",""
"MOPS","Mega Operations per second",""
"MOTIS","Message-Oriented Text Interchange Systems",""
"MP","Main Program",""
"MP","Multiprocessing",""
"MPC","Multimedia PC",""
"MPEG","Motion Picture Experts Group",""
"MPOA","MultiProtocol Over Asynchronous transfer mode",""
"MPSD","MultiPath Storage Director",""
"MPX","multiplex",""
"MS","Message Store",""
"MS","Microsoft",""
"MSA","Metropolitan Statistical Area",""
"MSD","Most Significant Digit",""
"MS-DOS","Microsoft Disk Operating System",""
"MSG","Message",""
"MSM","MultiSession Monitor",""
"MSW","Machine Status Word",""
"MTA","Message Transfer Agent",""
"MTBF","MeanTime Between Failures",""
"MTDA","Mean Time Data Availability",""
"MTS","Message Transfer System",""
"MTS","Message Transmission Subsystem",""
"MUD","Multi-User Dungeon",""
"MULTICS","Multiplexed Information and Computing Service",""
"MUMPS","Massachusetts General Hospital Utility Multi-Programmings System",""
"MUMPS","Multi-User Multi-ProgrammingSystem",""
"MVS","Multiple Virtual System",""
"MVS/ESA","Multiple Virtual System / Extended System Architecture",""
"MVS/XA","Multiple Virtual System / Extended Architecture",""
"MVSCP","MVS Configuration Program",""
"NAC","Network Adapter Card",""
"NAK","Negative Acknowledgement",""
"NAP","Network Access Point",""
"NAS","Network Access Server",""
"NAT","Network Address Translation",""
"NAU","Network Addressable Unit",""
"NBS","National Bureau of Standards",""
"NBS","Numeric BackSpace",""
"NC","Network Care",""
"NC","Numeric Control",""
"NCCF","Network Communication Control Facility",""
"NCP","Network Control Processor",""
"NCP","Network Control Program",""
"NCP/VS","Network Control Program/Virtual Storage",""
"NDIS","Network Driver Interface Specification",""
"NetSP","Network Security Program",""
"NFNT","New font numbering table",""
"NFS","Network File System",""
"NHRP","Next Hop Routing Protocol",""
"NIC","Network Information Center",""
"NIC","Network Interface Card",""
"NIS","Network Information Service",""
"NIST","National Institute for Standards and Technology",""
"NJE","Network Job Entry",""
"NL","New Line",""
"NLQ","Near Letter Quality",""
"NLT","Nucleus Load Table",""
"NMI","NonMaskable Interrupt",""
"NNTP","Network News Transport Protocol",""
"NSA","National Security Agency",""
"NSC1","Network Systems Cypher One",""
"NSP","Numeric Space",""
"NSS","NATURAL Security-System",""
"NSS","Network Synchronisation Subsystem",""
"NT","Network Termination",""
"NTS/2","Network Transport Services/2",""
"NTSC","National Television System Committee",""
"NUI","Network User Identification",""
"NUL","Null",""
"NUMA","Non-Uniform Memory Access",""
"NVOD","Near Video On Demand",""
"NVRAM","NonVolatile Random Access Memory",""
"NVS","NonVolatile Storage",""
"O/R","Originator / Recipient",""
"OCR","Optical Character Reader",""
"OCR","Optical Character Recognition",""
"OCX","OLE Control Extension","Associated with ActiveX controls"
"ODA","Open Document Architecture",""
"ODSI","Open Directory Service Interfaces",""
"OEM","Original Equipment Manufacturer",""
"OI","Object Interface",""
"OLE","Object Linking and Embedding",""
"OLTEP","On-Line Test Executive Program",""
"OLTP","On-Line Transaction Processing",""
"OMG","Object Management Group",""
"OMR","Optical Mark Recognition",""
"OO","Object Oriented",""
"OOA","Object Oriented Analyse",""
"OODBMS","Object Oriented DBMS",""
"OOP","Object Oriented Programmierung",""
"OOPL","Object Oriented Programming Language",""
"OOPS","Object Oriented Programming System",""
"OP","Operator Panel",""
"OPI","Open Prepress Interface",""
"ORB","Object Request Broker",""
"OS","Operating System",""
"OS/2","Operating System/2",""
"OSA","Office Systems Architecture",""
"OSA","Open System Architecture",""
"OSF","Open Software Foundation",""
"OSI","Open Systems Interconnection",""
"OSI/RM","OSI Reference Model",""
"OSNS","Open Systems Network Support",""
"OSPF","Open Shortest Path First",""
"OSTC","Open System Testing Consortium",""
"OTPROM","One Time Programable ROM",""
"OWL","Object Windows Library",""
"PABX","Private Automatic Branch Exchange",""
"PAD","Packet Assembly Disassembly",""
"PAL","Phase Alternating Line",""
"PAL","Programmable Array Logic",""
"PAM","Partitioned Access Method",""
"PAM","Pulse Amplitude Modulation",""
"PAP","Password Authentication Protocol",""
"PB","PetaByte","1-125-899-906-842-624 bytes"
"PBX","Private Branch Exchange",""
"PC","Peripheral Controller",""
"PC","Personal Computer",""
"PC","Personal Computing",""
"PC","Program Control",""
"PC","Program Counter",""
"PCB","Printed Circuit Board",""
"PCB","Program Control Block",""
"PCI","Peripheral Component Interface",""
"PCI","Program Controlled Interuption",""
"PCIL","Private Core Image Library",""
"PCL","Printer Control Language",""
"PCM","Plug Compatible Manufacturers",""
"PCM","Pulse Code Modulation",""
"PCMCIA","Personal Computer Memory Card International Association",""
"PCN","Personal Communication Network",""
"PCP","Program Control Program",""
"PCS","Personal Communication Services",""
"PCS","Process Control System",""
"PCT","Private Communication Technology",""
"PCT","Program Control Table",""
"PD","Public Domain",""
"PDA","Personal Digital Assistant",""
"PDAD","Proposed Draft Addendum",""
"PDAU","Physical Data Access Unit",""
"PDF","Program Development Facility",""
"PDF","Program Development Facility",""
"PDF","Pulse Density Function",""
"PDL","Page Description Language",""
"PDO","Portable Distributed Objects",""
"PDS","Partitioned Data Set",""
"PDS","Premise Distribution System",""
"PDS","Processor Direct Slot",""
"PDU","Protocol Data Unit",""
"PDX","Printer Description Extension",""
"PE","Printer's error",""
"PE","Protection Enabled",""
"PEARL","Processor and Experiment Automation Realtime Language",""
"PEM","Privacy Enhanced Mail",""
"PEP","Partitioned Emulation Program",""
"PER","Program Event Recording",""
"PERL","Practical Extraction and Report language",""
"PF","Parity Flag",""
"PFK","Program Function Key(board)",""
"PFM","Printer Font Metric",""
"PFM","Pulse Frequency Modulation",""
"PGA","Pin Grid Array",""
"PGA","Professional graphics adapter",""
"PGP","Pretty Good Privacy",""
"PIB","Program Information Block",""
"PID","Process ID",""
"PIFS","Point InterFrame Space",""
"PIM","Personal Information Management",""
"PIN","Personal Identification Number",""
"PIOCS","Physical Input/Output Control System",""
"PL","Procedure Library",""
"PL/1","Programming Language 1",""
"PLI","Programming Language 1",""
"PLPA","Pageable Link Pack Area",""
"PLT","Program List Table",""
"PLU","Primary Logical Unit",""
"PMMU","Paged memory management unit",""
"PMS","Pantone Matching System",""
"PMS","Project Management System",""
"PMT","Photomechanical Transfer (photostat)",""
"PMT","Photomultiplier Tube",""
"PNNI","Private Network-to-Network Interface",""
"POC","Program-Operator Communication",""
"POP","Point Of Presence",""
"POP","Post Office Protocol",""
"POSIX","Portable Operating System Interface for UNIX",""
"POTS","Plain Old Telephone System",""
"POWER","Priority Output Writer Execution processors and input Readers",""
"PP","Pre Processor",""
"PP","Presentation Position",""
"PPD","PostScript Printer Description",""
"PPGA","Plastic Pin Grid Array",""
"PPM","Pages Per Minute",""
"PPM","Pulse Position Modulation",""
"PPP","Point-to-Point Protocol",""
"PPT","Processing Program Table",""
"PPTP","Point-to-Point Tunneling Protocol",""
"PPV","Pay Per View",""
"PRDMD","Private Directory Management Domain",""
"PRL","Private Relocatable Library",""
"PRMD","Private Management Domain",""
"PROM","Programable Read Only Memory",""
"PSB","Program Specification Block",""
"PSDN","Packet Swiched Data Network",""
"PSRAM","Pseudo SRAM",""
"PSSL","Private Source Statement Library",""
"PSTN","Public Swiched Telephone Network",""
"PSW","Program Status Word",""
"PTF","Program Temporary Fix",""
"PTR","PoinTeR",""
"PTR","Pointer Records",""
"PTR","Program Tape Reader",""
"PU","Physical Unit",""
"PU","Processor Utility",""
"PUB","Physical Unit Block",""
"PVC","Permanent Virtual Circuit",""
"PVP","Packet Video Processor",""
"PWB","Printed Wire Board",""
"PWS","Programmable WorkStation",""
"QAM","Quadrature Amplitude Modulation",""
"QBE","Query By Example",""
"QCIF","Quater Common Intermediate Format",""
"QIC","Quarter-Inch Cartridge",""
"QSAM","Queued Sequential Access Method",""
"QTAM","Queued Teleprocessing Access Method",""
"R0","Record zero",""
"RACF","Resource Access Control Facility",""
"RAID","Random Array of Independent Disks",""
"RAID","Redundant Array of Independent Disks",""
"RAID","Redundant Array of Inexpensive Disks",""
"RAM","Random Access Memory",""
"RARP","Reverse Address Resolution Protocol",""
"RBA","Relative Byte Adresse",""
"RC","Robot Control",""
"RCP","Remote Communication Processor",""
"RCS","Remote Controlling System",""
"RCS","Revision Control System",""
"RDA","Remote Data Access",""
"RDBMS","Relational DataBase Management System",""
"RDN","Relative Distinguished Name",""
"RES","RESolution",""
"RES","Restore",""
"RF","Radio Frequency",""
"RF","Resume Flag",""
"RFC","Request For Comments",""
"RFF","Required Form Feed",""
"RFS","Remote File System",""
"RGB","Red Green Blue",""
"RGM","Red Green Blue (Monitor)",""
"RIFF","Resource Interchange File Format",""
"RIP","Raster Image Processor",""
"RIP","Router Information Protocol",""
"RISC","Reduced Instruction Set Computer",""
"RJE","Remote Job Entry",""
"RL","Relocatable Library",""
"RLD","Relocation Dictionary",""
"RLE","Run Length Encoded file",""
"RLL","Run Length Limited",""
"RMF","Resource Management Facility",""
"RNL","Required New Line",""
"ROM","Read Only Memory",""
"RPC","Remote Procedure Call",""
"RPG","Report Program Generator",""
"RPL","Requestor's Privilege Level",""
"RPL","Research Programming Language",""
"RPM","Revolutions Per Minute",""
"RPS","Rotational Position Sensing",""
"RPT","Repeat",""
"RRDS","Relative Record Data Set",""
"RRED","Right Reading Emulsion Down",""
"RREU","Right Reading Emulsion Up",""
"RS","Record Separator",""
"RSP","Required Space",""
"RSVP","Resource Reservation Protocol",""
"RTC","Real Time Clock",""
"RTCP","Realtime Transport Control Protocol",""
"RTF","Rich Text Format",""
"RTM/SF","Realtime Monitor / Systems Facility",""
"RTP","Realtime Transport Protocol",""
"RTSE","Reliable Transfer Service Element",""
"RWSI","Remote Workstation Interface",""
"S/STP","Shielded STP",""
"SA","Set Attribute",""
"SA","Signature Analysis",""
"SA","Storage Allocator",""
"SAA","Storage Accounting Area",""
"SAA","System Application Architecture",""
"SAM","Sequential Access Method",""
"SAP","Service Access Point",""
"SAP","Service Advertising Protocol",""
"SAR","Segmentation And Reassembly",""
"SAR","Storage Address Register",""
"SAR","Successive Approximation Register",""
"SBCS","Single Byte Character Set",""
"SBS","Subscript",""
"SC","Short Circuit",""
"SC","Start Conversion",""
"SC","Storage Control",""
"SCA","Shared Control Array",""
"SCCS","Source Code Control System",""
"SCDS","Source Control Data Set",""
"SCI","Scalable Coherent Interconnect",""
"SCODL","Scanned Conversion Object Description Language",""
"SCP","Storage Control Program",""
"SCP","System Control Program",""
"SCRAM","Static Column Random Access Memory",""
"SCSI","Small Computer Systems Interface",""
"SDH","Synchronous Digital Hierarchy",""
"SDK","Software Development Kit",""
"SDL","System Directory List",""
"SDLC","Synchronous Data Link Control",""
"SDRAM","Synchronous DRAM",""
"SDSF","System Display and Search Facility",""
"SE","Software Entwicklung",""
"SE","System Engineer",""
"SECAM","Sequential Couleur a'Memorie",""
"SECC","Single Edge Contact Connector",""
"SEL","Select",""
"SEPP","Single Edge Processor Package",""
"SET","Software-Engineering-Technology",""
"SF","Sign Flag",""
"SF","Support Facility",""
"SFA","Salesforce Automation",""
"SFBI","Shared Frame Buffer Interconnect",""
"SFE","Start Field Extended",""
"SFT","System Fault Tolerance",""
"SFTP","Shielded Foil Twisted Pair",""
"SGML","Standard Generalized Markup Language",""
"SHTTP","Secure HTTP",""
"SHY","Syllable Hyphen",""
"SI","Shift In",""
"SI","Single Inheritance",""
"SI","Standard Interface",""
"SI","System International",""
"SIFS","Short InterFrame Space",""
"SIFT","Stanford Information Filtering Tool",""
"SIG","Special Interest Group",""
"SIM","Service Information Message",""
"SIMD","Single Instruction Multiple Data",""
"SIMM","Single In-line Memory Module",""
"SIRDS","Single Image Random Dot Stereogram",""
"SIT","System Initialization Table",""
"SL","Source Statement Library",""
"SLD","Structured Logic Design",""
"SLED","Single Large Expensive Disk",""
"SLIP","Serial Line Internet Protocol",""
"SLR","Service Level Reporter",""
"SLU","Secondary Logical Unit",""
"SM","Set Mode",""
"SMDS","Switched Multimegabit Data Service",""
"SMF","Single-Mode Fibre",""
"SMF","System Management Facility",""
"SML","MVS Storage Management Library",""
"SMLI","Stateful MultiLayer Inspection",""
"SMP","Symetric MultiProcessing",""
"SMP","System Modification Program",""
"SMS","Storage Management Subsystem",""
"SMTP","Simple Mail Transfer Protocol",""
"SNA","System Network Architecture",""
"SNADS","SNA Distribution Services",""
"SNMP","Simple Network Management Protocol",""
"SNOBOL","String Oriented Symbolic Language",""
"SNT","Sign-On Table",""
"SO","Shift Out",""
"SO","Small Outlines",""
"SOD","Service On Demand",""
"SOD","Small Outline Diodes",""
"SOH","Start Of Heading",""
"SOM","System Object Model",""
"SOS","Silicon On Sapphire",""
"SOS","Start Of Significance",""
"SP","Scratch Pad",""
"SP","Space",""
"SP","Stack Pointer",""
"SPA","Software Publishers Association",""
"SPA","Subsidiary Publishers Association",""
"SPARC","Scalar Processor ARChitecture",""
"SPDU","Session Protocol Data Unit",""
"SPM","Subscribers Private Meter",""
"SPM","System Performance Monitor/2",""
"SPOOL","Simultaneous Peripheral Operations On Line",""
"SPP","Scalable Parallel Processing",""
"SPS","Superscript",""
"SPX","Sequenced Packet eXchange",""
"SQL","Structured Query Language",""
"SQL/DS","Structured Query Language / Data System",""
"SRAM","Static Random Access Memory",""
"SRT","System Recovery Table",""
"SRU","Shared Resource Unit",""
"SRU","Signal Receiving Unit",""
"SS","Single Sided",""
"SS","Stack Segment",""
"SSCP","System Service Control Point",""
"SSID","SubSystem IDentifier",""
"SSL","Secure Socket Layer",""
"STM","Synchronous Transfer Mode",""
"STP","Shielded Twisted Pair",""
"STP","Signal Transfer Point",""
"STT","Secure Transaction Technology",""
"STX","Start of Text",""
"SUB","Subroutine",""
"SUB","Substitute",""
"SV","Storage Violation",""
"SVA","Shared Virtual Area",""
"SVC","Supervisor Call",""
"SVC","Switched Virtual Call",""
"SVC","Switched Virtual Circuit",""
"SVGA","Super-VGA",""
"SW","Switch",""
"SWIFT","Society for Worldwide Interbank Financial Telecommunication",""
"SWOP","Specifications for Web Offset Printing",""
"SYN","Synchronous Idle",""
"SYSOP","System Operator",""
"TARGA","Truevision Advanced Raster Graphics Adapter",""
"TB","TeraByte","10,99,511,627,776 bytes"
"TC","Terminal Control",""
"TCA","Task Control Area",""
"TCAM","Telecommunications Access Method",""
"TCB","Task Control Block",""
"TCL","Tool Command Language",""
"TCM","Thermal Conduction Module",""
"TCO","Triple Capacity Option",""
"TCP","Terminal Control Program",""
"TCP/IP","Transmission Control Protocol/Internet Protocol",""
"TCT","Terminal Control Table",""
"TCTTE","Terminal Control Table Terminal Entry",""
"TCU","Transmission Control Unit",""
"TD","Transient Data",""
"TD","Transmitter Distributor",""
"TDIA","Transient Data Input Area",""
"TDM","Time-Division Multiplexing",""
"TDOA","Transient Data Output Area",""
"TDP","Transient Data Program",""
"TEO","Technical Electronic Office",""
"TF","Trap Flag",""
"TIC","Technical Integrity Check",""
"TIFF","Tagged Image File Format",""
"TIOA","Terminal Input/Output Area",""
"TLB","Translation Lookaside Buffer",""
"TLBL","Tape Label",""
"TMO","Thermo-Magneto-Optic technology",""
"TNEF","Transport-Neutral Encapsulation Format",""
"TOC","Table Of Contents",""
"TOP","Technical Office Protocol",""
"TPDU","Transport Protocol Data Unit",""
"TPF","Transaction Processing Facility",""
"TPI","Tracks Per Inch",""
"TPM","Third-Party Maintenance",""
"TPS","Transactions Per Second",""
"TRN","Transparent",""
"TS","Telecommunication System",""
"TS","Temporary Storage",""
"TS","Time Switch",""
"TSIOA","Temporary Storage Input/Output Area",""
"TSO","Telephone Service Observation",""
"TSO","Time Sharing Option",""
"TSP","Temporary Storage Program",""
"TSR","Terminate and Stay Resident",""
"TTA","Teletex Attachment (Teletexzusatz)",""
"TTL","Transistor Transistor Logic",""
"TTR","Track Record",""
"TTY","TeleTYpe",""
"TWA","Transaction Work Area",""
"TWA","Two-Way Alternate",""
"TWS","Two-Way Simultaneous",""
"TX","Telex",""
"TX","Transmit",""
"TXT","Text",""
"UA","User Agent",""
"UAE","Unrecoverable Application error",""
"UART","Universal Asynchronous Receiver/Transmitter",""
"UBR","Undefined Bit Rate",""
"UBS","Unit Backspace",""
"UCB","Unit Control Block",""
"UCR","Undercolor removal",""
"UCS","Universal Character Set",""
"UCSB","Universal Character Set Buffer",""
"UCW","Unit Control Word",""
"UDP","User Datagram Protocol",""
"UI","User Interface",""
"UID","User ID",""
"UMB","Upper Memory Block",""
"UNC","Universal Naming Convention",""
"UNC","Universal Network Convention",""
"UPC","Universal Peripheral Controller",""
"UPC","Universal Product Code",""
"UPS","Uninterruptible Power Supply",""
"UPSI","User Program Switch Indicator",""
"UR","Unit Record",""
"URL","Uniform Resource Locator",""
"US","Unit Separator",""
"USART","Universal Synchronous/Asynchronous Receiver/Transmitter",""
"USENET","User Network",""
"USM","UnSharp Masking",""
"USRT","Universal Synchronous Receiver/Transmitter",""
"USV","Unterbrechungsfreie StromVersorgung",""
"UTP","Unshielded Twisted Pair",""
"UUCP","Unix-to-Unix Copy Program",""
"VAD","Value Added Dealer",""
"VAN","Value Added Network",""
"VAP","Value Added Process",""
"VAR","Value Added Reseller",""
"VAST","Virtual Archive Storage Technology",""
"VB","Visual Basic",""
"VBA","Visual Basic for Applications",""
"VBN","Vermitteltes Breitbandnetz",""
"VBR","Variable Bit Rate",""
"VC","Virtual Circuit",""
"VCC","Virtual Channel Connections",""
"VCC","Virtual Circuit Connection",""
"VCI","Virtual Changer Identifier",""
"VCI","Virtual Circuit Identifier",""
"VCNA","Vtam Communication Network Application",""
"VCPI","Virtual Control Program Interface",""
"VC-SDRAM","Virtual Channel SDRAM",""
"VDAC","Video Digital Analog Converter",""
"VDI","Video Display Interface",""
"VDI","Virtual Device Interface",""
"VDT","Video Display Terminal",""
"VDU","Visual Display Unit",""
"VERONICA","Very Easy Rodent-Oriented Netwide Index to Computerized Archives",""
"VGA","Video Graphics Adapter",""
"VGA","Video Graphics Array",""
"VGC","Video Graphics Controller",""
"VGM","Video Graphics Monitor",""
"VHDSL","Very High-bit rate Digital Subscriber Loop",""
"VHLL","Very High-Level Language",""
"VHS","Video Home System",""
"VIO","Video Input/Output",""
"VIO","Virtual Input/Output",""
"VIPA","Virtual IP Addressing",""
"VLAN","Virtual LAN",""
"VLSI","Very Large Scale Integration",""
"VM","Virtual Machine",""
"VM","Virtual Memory",""
"VM/SP","Virtual Machine / System Product",""
"VMMAP","VM Monitor Analysis Program",""
"VMOS","Vertical MOS",""
"VMOS","V-groove (vertical) Metal Oxide Semiconductor",""
"VMPPF","VM Performance Planning Facility",""
"VMPRF","VM Performance Reporting Facility",""
"VMS","Virtual Management System",""
"VOD","Video On Demand",""
"VPD","Vital Product Data",""
"VPDN","Virtual Private Data Network",""
"VPI","Virtual Path Identifier",""
"VPN","Virtual Private Network",""
"VR","Virtual Reality",""
"VRAM","Video RAM",""
"VRC","Vertical Redundancy Checking",""
"VRML","Virtual Reality Modeling Language",""
"VS","Virtual Storage",""
"VSAM","Virtual Storage Access Method",""
"VSAT","Very Small Aperture Terminal",""
"VSM","Virtual Storage Management",""
"VSN","Volume Serial Number",""
"VT","Vertical Tab",""
"VTAM","Virtual Telecommunications Access Method",""
"VTOC","Volume Table of Contents",""
"VTP","Virtual Terminal Program",""
"VTP","Virtual Terminal Protocol",""
"VTX","VideoTeXt",""
"VVDS","VSAM Volume Data Set",""
"W3","World Wide Web",""
"W4WG","Windows for Workgroups",""
"WABI","Windows Application Binary Interface",""
"WAIS","Wide Area Information Service",""
"WAN","Wide Area Network",""
"WATM","Wireless ATM",""
"WATS","Wide Area Telecommunications Service",""
"WHAT","Wireless Hybrid Asynchronous Time-bounded",""
"WIMP","Window Icon Mouse Pull-down",""
"WIMP","Windows",""
"WIMP","Windows Icons Mice Pointers",""
"WINS","Windows Internet Name Service",""
"WMAC","Wireless Media Access Control",""
"WMF","Windows metafile",""
"WORM","Write Once Read Many times",""
"WOSA","Windows Open Services/Systems Architecture",""
"WRED","Wrong Reading Emulsion Down",""
"WREU","Wrong Reading Emulsion Up",""
"WS","WorkStation",""
"WTO","Write To Operator",""
"WUS","Word Underscore",""
"WWW","World Wide Web",""
"WXTRN","Weak External Reference",""
"WYSIWYG","What You See Is What You Get",""
"XA","Extended Architecture",""
"XIP","Execute In Place",""
"XLT","Transaction List Table",""
"XMS","Extended Memory Specification",""
"XT","Extended Technology",""
"Y2K","Year 2000","Associated with the date causing some problems with computer systems."
"ZBR","Zero Bug Release",""
"ZD","Zero Defects",""
"ZF","Zero Flag",""
